"img_id","names"
"150273","bench"
"150273","camera"
"150273","cap"
"150273","couple"
"150273","fans"
"150273","gloves"
"150273","grass"
"150273","hat"
"150273","legs"
"150273","man"
"150273","player"
"150273","players"
"150273","rails"
"150273","seats"
"150273","sign"
"150273","sneakers"
"150273","socks"
"150273","spectators"
"150273","uniform"
"150273","woman"
"150274","air vent"
"150274","airplane"
"150274","bushes"
"150274","carriers"
"150274","containers"
"150274","door"
"150274","engine"
"150274","field"
"150274","grass"
"150274","landing gear"
"150274","moon"
"150274","name"
"150274","pia"
"150274","plane"
"150274","runway"
"150274","shrubs"
"150274","sky"
"150274","star"
"150274","stripes"
"150274","tail"
"150274","trucks"
"150274","wheels"
"150274","windows"
"150274","wing"
"150274","wings"
"150276","car"
"150276","cleft"
"150276","engine"
"150276","flowers"
"150276","gravel"
"150276","hills"
"150276","lights"
"150276","lines"
"150276","logo"
"150276","mountain"
"150276","number"
"150276","sign"
"150276","sky"
"150276","tower"
"150276","track"
"150276","tracks"
"150276","train"
"150276","vegetation"
"150276","weeds"
"150276","window"
"150276","windshield"
"150276","wipers"
"150276","writing"
"150277","grass"
"150277","mountains"
"150277","plane"
"150277","runway"
"150277","sky"
"150278","arms"
"150278","beard"
"150278","hair"
"150278","letters"
"150278","man"
"150278","racket"
"150278","shirt"
"150278","shorts"
"150278","socks"
"150279","building"
"150279","carriage"
"150279","harness"
"150279","hat"
"150279","hoof"
"150279","hoofs"
"150279","horse"
"150279","jacket"
"150279","wall"
"150280","birds"
"150280","boat"
"150280","rocks"
"150280","sky"
"150280","water"
"150281","dish"
"150281","glass"
"150281","glass container"
"150281","glass jar"
"150281","knife"
"150281","sandwhich"
"150281","spoon"
"150281","table"
"150281","white dish"
"150281","white tray"
"150282","bed"
"150282","bedroom"
"150282","books"
"150282","closet"
"150282","clothes"
"150282","coat"
"150282","dresser"
"150282","dresser,drawers"
"150282","floor"
"150282","headboard"
"150282","jacket"
"150282","jackets"
"150282","lamp"
"150282","laundry hamper"
"150282","light bulb"
"150282","pillow"
"150282","sheets"
"150282","window"
"150284","advertisements"
"150284","bat"
"150284","dirt"
"150284","fence"
"150284","field"
"150284","glove"
"150284","grass"
"150284","grassy hill"
"150284","ground"
"150284","helmet"
"150284","jersey"
"150284","leg"
"150284","line"
"150284","man"
"150284","mitt"
"150284","number"
"150284","number 3"
"150284","pant"
"150284","people"
"150284","person"
"150284","pitcher"
"150284","player"
"150284","umpire"
"150284","uniform"
"150284","wall"
"150285","background"
"150285","bow"
"150285","bowl"
"150285","cake"
"150285","carnations,flowers"
"150285","corsage"
"150285","corsage,pin"
"150285","diamond"
"150285","flowers"
"150285","glasses"
"150285","head"
"150285","icing"
"150285","necklace"
"150285","plate"
"150285","platter"
"150285","ribbon"
"150285","ring"
"150285","shirt"
"150285","skirt"
"150285","spoon"
"150285","sunglasses"
"150285","sweater"
"150285","vase"
"150285","woman"
"150285","women,ladies"
"150287","a man"
"150287","cd"
"150287","fingers"
"150287","floor"
"150287","hand"
"150287","luggage"
"150287","man"
"150287","shoe"
"150287","wrist"
"150288","bat"
"150288","grass"
"150288","plate"
"150288","player"
"150288","umpire"
"150289","awning"
"150289","banner"
"150289","clock"
"150289","door"
"150289","durginpark banner"
"150289","eye glasses"
"150289","flag "
"150289","lights"
"150289","number"
"150289","pole"
"150290","bindings"
"150290","evergreen tree"
"150290","goggles"
"150290","hat"
"150290","head"
"150290","jacket"
"150290","leg"
"150290","lift pass"
"150290","man"
"150290","people"
"150290","resort"
"150290","ski lift"
"150290","ski pants"
"150290","ski poles"
"150290","skiier"
"150290","skis"
"150290","sky"
"150290","snow"
"150290","snow board,snowboard"
"150290","snowboard"
"150290","snowboarder"
"150290","straps"
"150290","sunglasses"
"150290","woman"
"150291","back"
"150291","building"
"150291","car"
"150291","leaves"
"150291","melrose av"
"150291","person"
"150291","pole"
"150291","sign"
"150291","sky"
"150291","sticker"
"150291","street"
"150291","street sign"
"150291","truck"
"150293","airplane,plane,aircraft"
"150293","back"
"150293","buildings"
"150293","cockpit"
"150293","emblem"
"150293","engine"
"150293","fields"
"150293","glass"
"150293","ground"
"150293","gunners"
"150293","guns"
"150293","houses,town"
"150293","insignia"
"150293","nose"
"150293","sky,air"
"150293","sun"
"150293","tail"
"150293","window"
"150293","windows"
"150293","wing"
"150294","building"
"150294","do not board"
"150294","graffiti"
"150294","jeans"
"150294","license plate"
"150294","metal box"
"150294","no left turn"
"150294","object"
"150294","palm tree"
"150294","plastic bag"
"150294","road"
"150294","roof"
"150294","shoulder bag"
"150294","sidewalk"
"150294","sign"
"150294","stand"
"150294","sweater"
"150294","taxi"
"150294","trolley"
"150294","trolley crossing"
"150294","trolley sign"
"150294","woman"
"150295","boy"
"150295","cabin"
"150295","coat"
"150295","fence"
"150295","flag"
"150295","gloves"
"150295","man"
"150295","people"
"150295","pole"
"150295","poles"
"150295","snow"
"150295","trees"
"150296","a beard"
"150296","a blouse"
"150296","a mustache"
"150296","a planter"
"150296","a plate"
"150296","a pot"
"150296","a shirt"
"150296","a sill"
"150296","bottle"
"150296","bottles"
"150296","curtains"
"150296","curtians"
"150296","down"
"150296","drapes"
"150296","flowers"
"150296","food"
"150296","glass"
"150296","glasses"
"150296","hair"
"150296","her head"
"150296","items"
"150296","light"
"150296","lights"
"150296","longsleeves"
"150296","man"
"150296","menu"
"150296","pants"
"150296","papers"
"150296","plant"
"150296","plate"
"150296","shirt"
"150296","shirt,top,blouse"
"150296","stemware"
"150296","sunglasses"
"150296","table"
"150296","the sill"
"150296","the table"
"150296","the wall"
"150296","wall"
"150296","window"
"150296","wine"
"150296","woman"
"150297","dirt track"
"150297","fire extinguisher"
"150297","flag"
"150297","flags"
"150297","flatbed trailer"
"150297","hair"
"150297","hat"
"150297","lights"
"150297","man"
"150297","mud"
"150297","pole"
"150297","rail"
"150297","rope"
"150297","shirt"
"150297","sign"
"150297","sky"
"150297","smoke"
"150297","speakers"
"150297","spectators"
"150297","streetlamp"
"150297","tire"
"150297","tractor"
"150297","trees"
"150297","truck"
"150297","woman"
"150298","box"
"150298","front"
"150298","gravel"
"150298","headlight"
"150298","headlights"
"150298","letters"
"150298","mechanism"
"150298","number"
"150298","panel"
"150298","person"
"150298","platform"
"150298","powerlines"
"150298","pylon"
"150298","sections"
"150298","shadow"
"150298","signal board"
"150298","sky"
"150298","street lights"
"150298","switch"
"150298","tankers"
"150298","tracks"
"150298","train"
"150298","window"
"150298","windows"
"150298","wiper"
"150298","words"
"150299","bag"
"150299","bottle"
"150299","bun"
"150299","burger"
"150299","elbow"
"150299","french fries"
"150299","fries"
"150299","glob"
"150299","ketchup"
"150299","knife"
"150299","lettuce"
"150299","man"
"150299","napkin"
"150299","place mat"
"150299","plate"
"150299","sandwich"
"150299","sandwiches"
"150299","shirt"
"150299","spoon"
"150299","strap"
"150299","table"
"150299","tablecloth"
"150299","top"
"150300","10"
"150300","bag"
"150300","baggage"
"150300","carrier"
"150300","cart"
"150300","ceiling"
"150300","gate"
"150300","hair"
"150300","jacket"
"150300","lady"
"150300","lights"
"150300","number"
"150300","passengers"
"150300","people"
"150300","purse"
"150300","scaffolding"
"150300","sign"
"150300","skylight"
"150300","station"
"150300","supplies"
"150300","tracks"
"150300","train"
"150300","trains"
"150300","window"
"150300","women"
"150300","yellow"
"150301","building"
"150301","car"
"150301","cars"
"150301","clock"
"150301","door"
"150301","flag"
"150301","light"
"150301","lights"
"150301","lines"
"150301","man"
"150301","pole"
"150301","sign"
"150301","sky"
"150301","statue"
"150301","street"
"150301","tree"
"150301","truck"
"150303","art"
"150303","clocks"
"150303","coffee table"
"150303","end table"
"150303","floor"
"150303","footstool"
"150303","frame"
"150303","furniture"
"150303","lamp"
"150303","lamps"
"150303","lampshades"
"150303","lighting"
"150303","love seat"
"150303","mirror"
"150303","painting"
"150303","pillow"
"150303","pillows"
"150303","plant"
"150303","plants"
"150303","room"
"150303","rug"
"150303","sofa"
"150303","table"
"150303","tree"
"150303","wall"
"150305","apple product"
"150305","bin"
"150305","box"
"150305","bucket"
"150305","cabinet"
"150305","chart"
"150305","computer monitor"
"150305","drawer"
"150305","electrical cord"
"150305","file"
"150305","filing cabinet"
"150305","floor"
"150305","handle"
"150305","heater"
"150305","keyboard"
"150305","mouse"
"150305","papers"
"150305","plug"
"150305","poster"
"150305","remote control"
"150305","wall"
"150306","bald man"
"150306","building"
"150306","ear"
"150306","eyes"
"150306","fence"
"150306","food"
"150306","glasses"
"150306","hair"
"150306","light "
"150306","man"
"150306","men"
"150306","mouth"
"150306","outside"
"150306","planter"
"150306","shirt"
"150306","sign"
"150307","court"
"150307","fence"
"150307","ladder"
"150307","man"
"150307","people"
"150307","racket"
"150307","shirt"
"150307","sky"
"150307","trees"
"150308","backside"
"150308","bus"
"150308","car"
"150308","design"
"150308","hat"
"150308","lines"
"150308","logo"
"150308","man"
"150308","number"
"150308","reflections"
"150308","sign"
"150308","sky"
"150308","stand"
"150308","street"
"150308","traffic light"
"150308","trees"
"150308","truck"
"150308","vest"
"150309","clothes"
"150309","fence"
"150309","flag"
"150309","gloves"
"150309","hat"
"150309","jacket"
"150309","man"
"150309","pants"
"150309","people"
"150309","pole"
"150309","shadow"
"150309","skiiers"
"150309","snow"
"150309","snowboard"
"150309","sunglasses"
"150309","tracks"
"150309","tree"
"150309","trees"
"150311","baby"
"150311","bag"
"150311","banners"
"150311","bike rack"
"150311","bikes"
"150311","building"
"150311","buillding"
"150311","car"
"150311","chimneys"
"150311","entry"
"150311","flowers"
"150311","houses"
"150311","light post"
"150311","man"
"150311","markings"
"150311","people"
"150311","planters"
"150311","posts"
"150311","shirt"
"150311","sidewalk"
"150311","sign"
"150311","sky"
"150311","street"
"150311","street lamp"
"150311","stroller"
"150311","window"
"150311","woman"
"150312","board"
"150312","man"
"150312","people"
"150312","ramp"
"150312","tree"
"150312","woman"
"150313","mirror"
"150313","table"
"150313","tub"
"150313","window"
"150315","leaves"
"150316","building"
"150316","clock"
"150316","leaves"
"150316","numeral "
"150316","window"
"150317","building"
"150317","chimney"
"150317","fence"
"150317","street lights"
"150317","traffic signs"
"150317","trees "
"150317","windows"
"150320","blinds"
"150320","blue can"
"150320","coffee table"
"150320","curtain"
"150320","items"
"150320","lamp"
"150320","open window"
"150320","screen"
"150320","television"
"150320","tile"
"150320","tv stand"
"150320","vacuum top"
"150320","wall "
"150320","wood latter"
"150321","bike"
"150321","car"
"150321","man"
"150321","suit"
"150322","horses"
"150322","wall"
"150324","bands"
"150324","cup"
"150324","earrings"
"150324","glasses"
"150324","hair"
"150324","hat"
"150324","headband"
"150324","man"
"150324","napkin"
"150324","pastry"
"150324","shorts"
"150324","sky"
"150324","tanktop"
"150324","trees"
"150324","woman"
"150325","frisbee"
"150325","woman"
"150326","beach"
"150326","hair"
"150326","hat"
"150326","headphones"
"150326","lifeguard tower"
"150326","man"
"150326","mountains"
"150326","shoes"
"150326","skateboard"
"150326","skateboarding park"
"150326","t-shirt"
"150326","watch"
"150326","water"
"150326","wheel"
"150326","woman"
"150329","curtains"
"150329","floor"
"150329","flowers"
"150329","light"
"150329","picture"
"150329","sofa"
"150329","table"
"150329","tv"
"150329","wall"
"150330","baseball cap"
"150330","coat"
"150330","door"
"150330","girl"
"150330","ground"
"150330","hair"
"150330","jacket"
"150330","man"
"150330","maple leaf"
"150330","men"
"150330","mountain"
"150330","pants"
"150330","sky"
"150330","stairs"
"150330","tires"
"150330","truck"
"150330","vehicle"
"150330","window"
"150330","windshield"
"150330","wipers"
"150330","woman"
"150333","horses"
"150335","boats"
"150335","clothing"
"150335","cloud"
"150335","clouds"
"150335","hill"
"150335","kayak"
"150335","kayaks"
"150335","man"
"150335","people"
"150335","rock"
"150335","rocks"
"150335","sand"
"150335","shadow"
"150335","sky"
"150335","umbrella"
"150335","water"
"150336","boy"
"150336","lady"
"150336","stack "
"150337","bag"
"150337","bike,bicycles"
"150337","box"
"150337","brick"
"150337","coat"
"150337","curtain"
"150337","glass"
"150337","graffiti"
"150337","hair"
"150337","lightpost,post"
"150337","man"
"150337","manhole"
"150337","people"
"150337","shirt"
"150337","sidewalk"
"150337","skateboard"
"150337","store,canopy"
"150337","sunglass"
"150337","woman"
"150338","art"
"150338","bag"
"150338","ceiling"
"150338","chair"
"150338","curtain"
"150338","deer head"
"150338","doors"
"150338","fireplace"
"150338","floor"
"150338","futon"
"150338","hearth"
"150338","lamp"
"150338","mantel"
"150338","oars"
"150338","porch"
"150338","rug"
"150338","sheets"
"150338","table"
"150338","trees"
"150338","wall"
"150339"," phone"
"150339","bicycle"
"150339","bike"
"150339","counter"
"150339","floor"
"150339","helmet"
"150339","light"
"150339","mannequin"
"150339","monitor"
"150339","paint"
"150339","person"
"150339","rack"
"150339","room"
"150339","seat"
"150339","sign"
"150339","telephone"
"150339","tire"
"150339","wall"
"150341","building"
"150341","wall"
"150342","building"
"150342","lamp"
"150342","post"
"150342","wall"
"150342","word"
"150343","food"
"150343","plate"
"150344","button"
"150344","case"
"150344","gum"
"150344","gumball"
"150344","jeans"
"150344","machine"
"150344","man"
"150344","printed shirt"
"150344","shirt"
"150344","sign"
"150344","skateboard"
"150344","wall"
"150348","building,city"
"150348","clock"
"150348","jacket"
"150348","people"
"150348","shop"
"150348","sign"
"150348","sky"
"150348","snow"
"150348","street"
"150348","street light"
"150348","window"
"150348","wire"
"150349","air"
"150349","child"
"150349","ensemble"
"150349","helmet"
"150349","lines"
"150349","man"
"150349","motion"
"150349","pants"
"150349","people"
"150349","ski lift"
"150349","sky"
"150349","slopes,snow"
"150349","snow"
"150349","snowboarder"
"150349","tower"
"150349","tracks"
"150349","trees"
"150349","woman"
"150350","cake "
"150350","knife "
"150350","plate"
"150350","table"
"150351","airport"
"150351","building"
"150351","car"
"150351","fence"
"150351","grass"
"150351","lights"
"150351","logo"
"150351","plane"
"150351","runway"
"150351","sign"
"150351","sky"
"150351","sunlight"
"150351","tail"
"150351","top"
"150351","tower"
"150351","tree"
"150351","water"
"150351","wheels"
"150351","wing"
"150352","arrow"
"150352","building"
"150352","cabs"
"150352","car"
"150352","cars"
"150352","driver"
"150352","electrical lines"
"150352","headlights"
"150352","lamps"
"150352","license plate"
"150352","lines"
"150352","no turn sign"
"150352","one way sign"
"150352","sidewalk"
"150352","sign"
"150352","signs"
"150352","sky"
"150352","street"
"150352","taxi"
"150352","traffic light"
"150352","windows"
"150353","branches "
"150353","tree"
"150354","beach"
"150354","ground"
"150354","kite "
"150354","kites "
"150354","ocean "
"150354","people "
"150354","sand"
"150354","sky"
"150355","car"
"150355","license plate"
"150355","light"
"150355","street"
"150355","street light"
"150355","tail light"
"150355","top"
"150355","van"
"150356","back"
"150356","bus"
"150356","foot"
"150356","footwear"
"150356","hat"
"150356","item,ornament,decoration"
"150356","light"
"150356","lines"
"150356","man"
"150356","mirror"
"150356","motorbike,motorcycle"
"150356","pedestrians"
"150356","people"
"150356","person"
"150356","plate"
"150356","pole"
"150356","rain"
"150356","shirt"
"150356","shoes"
"150356","shorts"
"150356","street"
"150356","tassle"
"150356","tree"
"150356","umbrella"
"150356","umbrellas"
"150356","vehicle,car"
"150356","water"
"150356","windshield"
"150356","wire"
"150356","woman"
"150357","brown"
"150357","brush,bush"
"150357","bushes"
"150357","distance"
"150357","field"
"150357","foreground"
"150357","forward"
"150357","front"
"150357","giraffe"
"150357","giraffes"
"150357","grass"
"150357","grey"
"150357","ground"
"150357","head"
"150357","hill"
"150357","horns"
"150357","left"
"150357","leg"
"150357","middle"
"150357","middle ground"
"150357","plain"
"150357","plants"
"150357","ridge"
"150357","right"
"150357","right giraffe"
"150357","shrubs"
"150357","side"
"150357","sky"
"150357","spot"
"150357","sun"
"150357","tail"
"150357","tree"
"150357","trees"
"150357","tufts of sparse gras"
"150357","two giraffes"
"150357","vegetation"
"150357","water buffalo"
"150358","airport"
"150358","buildings"
"150358","bus"
"150358","car"
"150358","city"
"150358","employees"
"150358","exhaust"
"150358","lines"
"150358","logo"
"150358","luggage"
"150358","motif"
"150358","paint"
"150358","patterns"
"150358","person"
"150358","planes"
"150358","rear"
"150358","runway"
"150358","sky"
"150358","skyline"
"150358","stairs"
"150358","tail"
"150358","tails"
"150358","tarmac"
"150358","tire"
"150358","vest"
"150358","window"
"150359","bag"
"150359","child"
"150359","coat"
"150359","ground"
"150359","jacket"
"150359","mountain"
"150359","pants"
"150359","people"
"150359","person"
"150359","pole"
"150359","roadway"
"150359","skis"
"150359","snow"
"150360","banner"
"150360","building"
"150360","bus"
"150360","bushes"
"150360","car"
"150360","cargo"
"150360","cart"
"150360","curb"
"150360","flowers"
"150360","grass"
"150360","horse"
"150360","lights"
"150360","man"
"150360","median"
"150360","men"
"150360","pants"
"150360","plants"
"150360","rear"
"150360","road"
"150360","roof"
"150360","shirt"
"150360","sky"
"150360","stripes"
"150360","tree"
"150360","van"
"150361","sky"
"150361","tracks"
"150361","train"
"150362","cabinet"
"150362","handle"
"150362","wall"
"150364","149"
"150364","arena"
"150364","building"
"150364","bus"
"150364","buses"
"150364","centre"
"150364","door"
"150364","doors"
"150364","green"
"150364","ground"
"150364","letters"
"150364","lights"
"150364","lines"
"150364","man,someone,person"
"150364","number"
"150364","numbers"
"150364","parked"
"150364","person"
"150364","plate"
"150364","red"
"150364","reflected"
"150364","roadside"
"150364","scaffolding"
"150364","signage"
"150364","sky"
"150364","street"
"150364","stripes"
"150364","tire"
"150364","tow"
"150364","towing"
"150364","train"
"150364","truck"
"150364","vehicle"
"150364","wheel"
"150364","white"
"150364","window"
"150364","windshield"
"150364","wrecker"
"150364","writing"
"150365","camera"
"150365","dog"
"150365","hair"
"150365","long"
"150365","man"
"150365","person"
"150365","pontail,ponytail"
"150365","sleeve"
"150365","splash"
"150365","surfboard"
"150365","trunks"
"150365","vest"
"150365","water"
"150365","wave"
"150365","wetsuit"
"150365","woman"
"150365","writing"
"150366","area rug"
"150366","chair"
"150366","coffee table"
"150366","corner"
"150366","couch"
"150366","curtains"
"150366","drape"
"150366","fan"
"150366","floor"
"150366","item"
"150366","mirror"
"150366","pattern"
"150366","plug"
"150366","remote control"
"150366","room"
"150366","table"
"150366","wall"
"150366","window"
"150371","blue sky"
"150371","blue skys"
"150371","bricks"
"150371","cars"
"150371","clouds"
"150371","dash"
"150371","handle bars"
"150371","lights"
"150371","long train"
"150371","numbers"
"150371","pathway"
"150371","plant"
"150371","railing"
"150371","railings"
"150371","road"
"150371","smoke"
"150371","stones"
"150371","track"
"150371","tracks"
"150371","train"
"150371","train tracks"
"150371","white clouds"
"150371","white skys"
"150371","wood"
"150371","woods"
"150372","aircraft"
"150372","aircraft,building"
"150372","airplane"
"150372","bars"
"150372","car"
"150372","clock"
"150372","cockpit"
"150372","entrance"
"150372","flag"
"150372","grass"
"150372","hedge"
"150372","house"
"150372","ladder"
"150372","lettering"
"150372","lot"
"150372","nose"
"150372","parking"
"150372","parking lot"
"150372","patch"
"150372","pavement"
"150372","plane"
"150372","propeller"
"150372","smudge"
"150372","spot"
"150372","stairs"
"150372","structure"
"150372","tail"
"150372","tree"
"150372","vehicle"
"150372","wall"
"150372","window"
"150372","windows"
"150372","wing"
"150373","chocolate icing,the crullers"
"150373","cruller,doughnuts"
"150373","crullers,donuts"
"150373","doughnut,doughnuts"
"150373","doughnuts"
"150373","doughnuts,a doughnut,donuts,the doughnuts"
"150373","doughnuts,doghnuts"
"150373","doughnuts,donuts,the crullers"
"150373","doughnuts,donuts,the doughnuts"
"150373","nuts,doughnuts"
"150373","rack,display rack"
"150373","sprinkles"
"150373","the pastry"
"150373","the tray,trays"
"150373","the trays"
"150373","tray"
"150373","variety,the rack,display,doughnuts,treats,display case"
"150374","a"
"150374","a,streetlamp"
"150374","advertisment"
"150374","background,distance,background"
"150374","bench,bench"
"150374","big"
"150374","building,building"
"150374","bus,bus"
"150374","clocktower"
"150374","cobblestone"
"150374","decorated"
"150374","door,doorway"
"150374","double,two,bus"
"150374","fencing,banners,banner"
"150374","flag"
"150374","ground,ground"
"150374","iron"
"150374","lamp,lamp,lamppost"
"150374","leaves"
"150374","letters"
"150374","metal"
"150374","old"
"150374","plate"
"150374","post"
"150374","red"
"150374","side"
"150374","sign"
"150374","slogans"
"150374","snow"
"150374","street"
"150374","street,road"
"150374","structure"
"150374","the"
"150374","tire"
"150374","tree,tree"
"150374","white"
"150374","winter"
"150374","writing"
"150376","airplane"
"150376","building"
"150376","door"
"150376","grass"
"150376","ground"
"150376","plane"
"150376","sign"
"150376","tail"
"150376","tire"
"150376","wall"
"150376","writing"
"150377","bottle"
"150377","glasses"
"150377","guy"
"150377","man"
"150377","mitt"
"150377","pizza"
"150377","shirt"
"150377","table"
"150378","backpack"
"150378","biceps"
"150378","black"
"150378","black bag"
"150378","black shorts"
"150378","blue shirt"
"150378","boy"
"150378","brown hair"
"150378","building"
"150378","cargo shorts"
"150378","container"
"150378","girl"
"150378","grass"
"150378","ground"
"150378","guy"
"150378","jeans"
"150378","light"
"150378","man"
"150378","no sleeve shirt"
"150378","park"
"150378","poles"
"150378","purple shirt"
"150378","railings"
"150378","rock"
"150378","shadow"
"150378","skateboard"
"150378","sneakers"
"150378","steps"
"150378","stone and glass"
"150378","tent"
"150378","three people"
"150378","tree"
"150378","trees"
"150378","two large rocks"
"150378","two skateboarders"
"150378","walkway"
"150378","white shirt"
"150379","airplane"
"150379","cone"
"150379","engine"
"150379","ground"
"150379","line"
"150379","man"
"150379","markings"
"150379","mobile device"
"150379","pants"
"150379","reflector"
"150379","shadow"
"150379","shirt"
"150379","shirts"
"150379","tire"
"150379","uniform"
"150379","watch"
"150379","wing"
"150379","worker"
"150380","awning"
"150380","booth,train station,restroom"
"150380","bush"
"150380","camera"
"150380","ceiling,overhang"
"150380","door"
"150380","engine"
"150380","fence"
"150380","floodlight"
"150380","platform"
"150380","poles"
"150380","power cords"
"150380","railroad"
"150380","sign"
"150380","sky"
"150380","station,structure,place,waiting area"
"150380","stoplight"
"150380","stripe"
"150380","three tracks"
"150380","tower"
"150380","tracks"
"150380","train"
"150380","train car"
"150380","train cars"
"150380","train station"
"150380","trash can,trash"
"150380","trees"
"150380","two cars,cars"
"150380","vegetation,weeds"
"150380","wall"
"150380","windows"
"150381","bed"
"150381","ceiling"
"150381","chair"
"150381","chest"
"150381","comforter"
"150381","cords"
"150381","curtains"
"150381","floor"
"150381","lamp"
"150381","light"
"150381","lights"
"150381","man"
"150381","mirror"
"150381","nightstand"
"150381","outlet"
"150381","pillow"
"150381","shade"
"150381","slipper"
"150381","table"
"150381","towel"
"150381","wall"
"150381","window"
"150382","bag"
"150382","ball"
"150382","banner"
"150382","bench"
"150382","board"
"150382","border"
"150382","boy"
"150382","cap"
"150382","end"
"150382","flowers"
"150382","hand"
"150382","hat"
"150382","lamp"
"150382","man"
"150382","man,woman"
"150382","mannequin"
"150382","middle"
"150382","net"
"150382","pants"
"150382","people"
"150382","plants,plant,pots,flowers"
"150382","post"
"150382","purse"
"150382","racket"
"150382","shirt"
"150382","shop,background"
"150382","shorts"
"150382","sign"
"150382","someone"
"150382","store"
"150382","tape,street,ground"
"150382","tennis"
"150382","tree,this"
"150382","trunk"
"150382","window"
"150382","woman,lady"
"150382","words"
"150383","basket"
"150383","bike"
"150383","blue pants"
"150383","boy"
"150383","bricks"
"150383","brown hair"
"150383","building"
"150383","calm"
"150383","distance"
"150383","fence"
"150383","ferry boat,cruise boat"
"150383","ground,dock area"
"150383","hand railings"
"150383","hill"
"150383","hood"
"150383","houses"
"150383","kite"
"150383","lamp post"
"150383","sewer grate"
"150383","ship"
"150383","shore"
"150383","side pocket"
"150383","sign"
"150383","sneakers"
"150383","strings"
"150383","sweatshirt"
"150383","walkway"
"150383","water"
"150383","windows"
"150384","bench"
"150384","building"
"150384","buildings"
"150384","child"
"150384","curb"
"150384","grass"
"150384","horse"
"150384","horses"
"150384","kids"
"150384","lightpost"
"150384","man"
"150384","pants"
"150384","park"
"150384","people"
"150384","shadows"
"150384","sky"
"150384","trees"
"150384","walkway"
"150385","automobiles"
"150385","blade"
"150385","box"
"150385","building"
"150385","bulldozer"
"150385","bumper"
"150385","cab"
"150385","car"
"150385","grill"
"150385","lamp"
"150385","lettering"
"150385","light post"
"150385","mirror"
"150385","pole"
"150385","red trailer"
"150385","road"
"150385","roof"
"150385","semi truck"
"150385","sign"
"150385","sky"
"150385","stripes"
"150385","suv"
"150385","tire"
"150385","tracks"
"150385","tractor"
"150385","trailer"
"150385","transporter"
"150385","truck"
"150385","vehicle"
"150385","windshield"
"150385","wires"
"150386","baby"
"150386","badge"
"150386","basket"
"150386","boots"
"150386","bumper"
"150386","chairs"
"150386","curtain"
"150386","curtains"
"150386","eyes"
"150386","grass"
"150386","grill"
"150386","headlights"
"150386","jacket"
"150386","jackets"
"150386","kids"
"150386","letter"
"150386","license plate"
"150386","luggage rack"
"150386","mirror"
"150386","people"
"150386","person"
"150386","pipes"
"150386","shadow"
"150386","steering wheel"
"150386","street"
"150386","sweater"
"150386","tire"
"150386","van,bus"
"150386","wall"
"150386","window"
"150386","woman"
"150387","accessory"
"150387","black"
"150387","black and white shir"
"150387","bunch"
"150387","candle holder"
"150387","child"
"150387","clear glass"
"150387","condiments"
"150387","cups"
"150387","dinner"
"150387","dirty"
"150387","dirty dishes"
"150387","food"
"150387","glass"
"150387","guy"
"150387","hot sauce"
"150387","lid"
"150387","man"
"150387","no food"
"150387","phone"
"150387","plaid"
"150387","plate"
"150387","red cap"
"150387","rice"
"150387","shirt"
"150387","side"
"150387","silver fork"
"150387","silver necklace"
"150387","sitting"
"150387","table"
"150387","top"
"150387","wall"
"150387","water"
"150387","woman"
"150387","yellow"
"150387","young"
"150388","wall "
"150390","cars"
"150390","light"
"150390","pole"
"150390","poster"
"150390","sign"
"150390","tree"
"150391","bag"
"150391","bench"
"150391","bird"
"150391","bus"
"150391","cup"
"150391","hair"
"150391","jeans"
"150391","light"
"150391","man"
"150391","phone"
"150391","shirt"
"150391","shoes"
"150391","suit"
"150391","tie"
"150391","woman"
"150392","bench"
"150392","building"
"150392","chimney"
"150392","crane"
"150392","grass"
"150392","hill"
"150392","house"
"150392","moss"
"150392","mountains"
"150392","roof"
"150392","sidewalk"
"150392","sky"
"150392","town"
"150392","trees"
"150393","back"
"150393","bag"
"150393","buildings"
"150393","chairs"
"150393","fence"
"150393","ground"
"150393","hair"
"150393","hubcap"
"150393","lines"
"150393","man"
"150393","number"
"150393","ordering window"
"150393","paintings"
"150393","pants"
"150393","seafood"
"150393","shadow"
"150393","shirt"
"150393","signs"
"150393","sky"
"150393","table"
"150393","tire"
"150393","tree"
"150393","van,truck"
"150393","window"
"150393","windows"
"150393","wipers"
"150393","wire"
"150394","a"
"150394","blue"
"150394","bowl"
"150394","cabinets"
"150394","chairs,chair"
"150394","clear"
"150394","container"
"150394","counter"
"150394","curtains"
"150394","dated"
"150394","decorative"
"150394","drawers"
"150394","early"
"150394","fruit"
"150394","grinder"
"150394","holder"
"150394","jar"
"150394","metal,tin"
"150394","mug"
"150394","old"
"150394","open,window"
"150394","pot,brass,teapot,copper-looking"
"150394","round"
"150394","runner"
"150394","sideboard"
"150394","stove"
"150394","table"
"150394","teapot"
"150394","utensils"
"150394","wall"
"150394","white"
"150394","window"
"150394","wooden"
"150396","bookcase"
"150396","books"
"150396","cabinets"
"150396","candle"
"150396","carpet"
"150396","chair"
"150396","couch"
"150396","counter"
"150396","cushion"
"150396","desk"
"150396","entrance"
"150396","food"
"150396","frame"
"150396","kitchen"
"150396","kitchen chair"
"150396","lamp"
"150396","light"
"150396","microwave"
"150396","object"
"150396","ottoman"
"150396","picture"
"150396","shelves"
"150396","switch"
"150396","table"
"150396","track lighting"
"150396","tray"
"150396","vent"
"150402","cabinet"
